,bhk,sqft_living,price,zipcode
10902,3,2440,729000.0,98052
10903,4,1700,331500.0,98006
10904,2,680,110700.0,98188
10905,3,1700,245000.0,98022
10906,3,2000,427000.0,98177
10907,4,2340,650500.0,98115
10908,2,1120,335900.0,98155
10909,2,1510,535000.0,98199
10910,5,2120,360000.0,98144
10911,3,1500,294900.0,98055
10912,2,1030,460000.0,98115
10913,4,5440,1769000.0,98053
10914,2,1150,463000.0,98112
10915,5,2420,332000.0,98022
10916,4,1750,199500.0,98056
10917,4,1750,247000.0,98056
10918,4,2170,442500.0,98019
10919,3,2540,600000.0,98022
10920,3,1690,449000.0,98053
10921,4,1600,725000.0,98115
10922,3,1060,215000.0,98058
10923,2,1990,582500.0,98115
10924,4,2210,305000.0,98032
10925,4,3090,734000.0,98042
10926,3,1050,300000.0,98019
10927,5,2550,525888.0,98027
10928,4,2095,711000.0,98116
10929,3,1520,360000.0,98155
10930,5,2750,357000.0,98031
10931,3,1200,235000.0,98002
10932,3,1830,550000.0,98040
10933,3,1160,324000.0,98133
10934,3,1750,420000.0,98133
10935,4,2400,450000.0,98059
10936,5,4140,825000.0,98027
10937,4,2115,272000.0,98002
10938,3,2580,481000.0,98166
10939,3,1220,500000.0,98117
10940,2,1630,448000.0,98107
10941,2,1350,480000.0,98053
10942,3,1690,475000.0,98053
10943,2,1700,472500.0,98029
10944,4,1890,291000.0,98003
10945,2,850,294000.0,98133
10946,4,2480,1013050.0,98004
10947,3,1690,442500.0,98053
10948,2,810,170000.0,98023
10949,4,3980,1582500.0,98004
10950,3,2580,665000.0,98144
10951,5,6085,1610000.0,98014
10952,2,2140,675000.0,98112
10953,2,1360,279900.0,98019
10954,4,1800,875000.0,98103
10955,3,1920,571000.0,98029
10956,3,860,320000.0,98133
10957,3,2340,525000.0,98038
10958,8,4040,1650000.0,98004
10959,3,1160,137900.0,98178
10960,3,1680,440000.0,98045
10961,3,1280,360000.0,98122
10962,4,1800,271000.0,98045
10963,6,4250,465000.0,98003
10964,4,2400,280000.0,98001
10965,2,940,283000.0,98103
10966,3,1110,411500.0,98052
10967,3,2420,282000.0,98023
10968,3,1850,535000.0,98199
10969,4,2020,554729.0,98199
10970,4,2020,868000.0,98199
10971,3,1830,427000.0,98045
10972,4,1920,455000.0,98125
10973,2,1280,595000.0,98033
10974,4,3130,400000.0,98038
10975,4,3920,770000.0,98075
10976,4,3100,742500.0,98122
10977,4,3220,1250000.0,98006
10978,3,1670,375000.0,98045
10979,4,2700,1557600.0,98004
10980,4,5461,545000.0,98032
10981,4,4400,1050000.0,98075
10982,3,2190,1565000.0,98112
10983,4,1200,178000.0,98092
10984,3,1470,262500.0,98031
10985,3,1650,730000.0,98107
10986,5,1840,395000.0,98166
10987,3,1210,355000.0,98008
10988,3,1870,299990.0,98023
10989,4,3890,1125000.0,98038
10990,4,2660,425000.0,98059
10991,2,1150,349000.0,98125
10992,4,1740,554950.0,98116
10993,6,2580,326000.0,98118
10994,4,1720,580000.0,98052
10995,3,2740,699000.0,98040
10996,3,2610,757000.0,98033
10997,3,1400,335000.0,98034
10998,3,2570,660000.0,98052
10999,4,2830,540000.0,98059
11000,5,2630,320000.0,98032
11001,3,1580,280000.0,98055
11002,3,1540,324000.0,98045
11003,3,2120,300000.0,98059
11004,3,1830,360000.0,98019
11005,3,2260,600000.0,98074
11006,4,2500,950000.0,98040
11007,3,1830,599950.0,98117
11008,4,1190,190000.0,98126
11009,4,2310,350000.0,98034
11010,3,1230,522000.0,98116
11011,3,2940,850000.0,98006
11012,3,1010,308000.0,98118
11013,6,2550,1020000.0,98117
11014,3,1480,397500.0,98103
11015,3,1460,186000.0,98023
11016,5,3110,436500.0,98011
11017,3,2140,710000.0,98103
11018,5,3450,1378600.0,98122
11019,3,1960,450000.0,98008
11020,4,1890,375000.0,98106
11021,2,2080,315000.0,98178
11022,3,1700,467500.0,98118
11023,3,1140,330000.0,98106
11024,3,3136,665000.0,98070
11025,4,2590,760000.0,98007
11026,3,1480,469000.0,98136
11027,3,1500,408000.0,98122
11028,3,2660,851000.0,98008
11029,2,1350,410000.0,98053
11030,2,860,235000.0,98024
11031,2,1000,207100.0,98055
11032,4,2480,560000.0,98028
11033,3,3860,903000.0,98006
11034,3,2140,998500.0,98112
11035,4,1820,268500.0,98032
11036,2,2220,494950.0,98072
11037,4,2660,1130000.0,98004
11038,3,1470,250000.0,98030
11039,4,2350,449000.0,98027
11040,3,2980,1225000.0,98112
11041,4,1870,325000.0,98055
11042,5,2430,506000.0,98008
11043,4,2790,751000.0,98027
11044,3,1370,280000.0,98045
11045,4,4470,1120000.0,98072
11046,3,2040,580000.0,98053
11047,4,2340,665000.0,98008
11048,4,2520,450000.0,98019
11049,4,1710,389900.0,98055
11050,3,1200,427000.0,98007
11051,3,1330,265000.0,98188
11052,3,1310,398000.0,98144
11053,6,3020,354000.0,98178
11054,4,2260,339950.0,98030
11055,2,790,399000.0,98115
11056,2,970,325000.0,98034
11057,3,2250,998800.0,98177
11058,4,1530,350000.0,98144
11059,4,1780,1000000.0,98004
11060,3,2120,561000.0,98053
11061,2,1500,245000.0,98133
11062,2,1500,570000.0,98133
11063,4,2390,845000.0,98103
11064,4,2390,314500.0,98010
11065,3,2920,650000.0,98006
11066,2,850,298000.0,98055
11067,2,930,500000.0,98122
11068,4,3340,870000.0,98126
11069,2,710,299000.0,98126
11070,3,2240,527000.0,98125
11071,3,1060,420000.0,98007
11072,3,2360,290000.0,98022
11073,4,3520,1662000.0,98136
11074,3,1730,499990.0,98052
11075,3,1170,315000.0,98106
11076,4,3680,425000.0,98042
11077,3,2900,630000.0,98077
11078,3,1290,365000.0,98034
11079,4,2010,774000.0,98199
11080,3,1490,368888.0,98155
11081,4,1930,339500.0,98038
11082,4,2240,344950.0,98133
11083,3,2320,450000.0,98166
11084,4,2990,814950.0,98052
11085,4,2200,299900.0,98042
11086,3,1500,315000.0,98058
11087,3,3860,880000.0,98155
11088,3,1430,195000.0,98042
11089,5,3750,910000.0,98074
11090,5,3100,540000.0,98019
11091,3,1870,306000.0,98042
11092,4,2040,272000.0,98023
11093,5,3700,1295000.0,98105
11094,3,3150,450000.0,98027
11095,3,1990,450000.0,98028
11096,4,1740,310000.0,98133
11097,2,2080,530000.0,98042
11098,4,2060,435000.0,98028
11099,3,1590,485000.0,98177
11100,3,1760,690000.0,98102
11101,4,1620,305000.0,98038
11102,3,1210,300000.0,98058
11103,4,2040,289950.0,98092
11104,3,2270,575000.0,98011
11105,4,6640,1820000.0,98077
11106,3,1060,219000.0,98023
11107,4,1940,265000.0,98155
11108,5,3070,1105000.0,98103
11109,3,930,200000.0,98166
11110,4,2180,545000.0,98146
11111,3,2130,378000.0,98058
11112,2,800,388000.0,98136
11113,4,2200,425000.0,98155
11114,2,1130,536000.0,98107
11115,3,1970,1175000.0,98136
11116,3,1680,629950.0,98119
11117,4,1470,465000.0,98125
11118,4,2390,545000.0,98072
11119,4,2300,592000.0,98008
11120,4,2280,446000.0,98038
11121,3,1330,375000.0,98117
11122,5,2640,632500.0,98053
11123,4,2430,459950.0,98155
11124,4,2470,485000.0,98092
11125,3,1440,255000.0,98168
11126,3,1320,251750.0,98031
11127,3,2810,725000.0,98074
11128,3,1370,460000.0,98107
11129,3,2000,625000.0,98116
11130,3,1980,530000.0,98008
11131,3,2050,394950.0,98168
11132,4,2320,324950.0,98178
11133,3,1960,330000.0,98118
11134,4,1910,220000.0,98030
11135,3,2030,685000.0,98052
11136,3,2210,500000.0,98177
11137,4,2610,368000.0,98188
11138,3,2520,825000.0,98033
11139,6,1840,660000.0,98122
11140,3,1570,253000.0,98031
11141,4,2400,392500.0,98042
11142,3,1930,605000.0,98177
11143,3,1160,215000.0,98038
11144,4,2820,650000.0,98052
11145,4,3060,877500.0,98144
11146,3,1320,232500.0,98023
11147,2,1200,234000.0,98038
11148,3,1560,380000.0,98042
11149,5,3070,420000.0,98001
11150,3,1040,399950.0,98053
11151,3,1990,256750.0,98042
11152,3,1690,535000.0,98027
11153,3,1810,515000.0,98008
11154,4,2520,770000.0,98004
11155,3,1570,256000.0,98001
11156,3,1680,489900.0,98117
11157,3,1250,165000.0,98032
11158,3,1280,220000.0,98031
11159,4,4620,575000.0,98023
11160,3,1580,375000.0,98072
11161,3,1650,422250.0,98155
11162,3,1660,420000.0,98011
11163,4,2410,608000.0,98074
11164,3,1720,620000.0,98105
11165,3,3120,850000.0,98006
11166,4,2680,463000.0,98027
11167,5,2640,750000.0,98178
11168,3,3730,1070000.0,98077
11169,3,1700,290000.0,98038
11170,4,2280,525000.0,98116
11171,3,1220,319000.0,98034
11172,6,3500,592500.0,98155
11173,3,2010,350000.0,98070
11174,3,2130,454900.0,98027
11175,4,1800,272000.0,98022
11176,3,1070,357500.0,98033
11177,3,1020,285000.0,98118
11178,4,1600,280000.0,98003
11179,4,1380,477000.0,98125
11180,3,3270,750000.0,98056
11181,4,2100,595000.0,98107
11182,3,2110,525000.0,98103
11183,3,1640,319000.0,98070
11184,3,1320,225000.0,98023
11185,4,2420,485000.0,98028
11186,3,1390,341000.0,98115
11187,3,2320,674000.0,98125
11188,3,2170,442250.0,98059
11189,4,2710,591000.0,98077
11190,3,1450,276000.0,98042
11191,3,1370,394000.0,98034
11192,3,1810,355000.0,98019
11193,3,1420,260000.0,98032
11194,3,2090,300000.0,98023
11195,3,2090,310000.0,98023
11196,3,1330,209000.0,98023
11197,3,1330,344950.0,98034
11198,5,1910,230000.0,98178
11199,3,2310,336950.0,98032
11200,3,2500,700000.0,98177
11201,3,1310,230000.0,98038
11202,4,2040,443500.0,98014
11203,4,2040,471000.0,98014
11204,3,2400,595000.0,98115
11205,3,1400,470000.0,98117
11206,4,1700,600000.0,98052
11207,4,3160,1381000.0,98040
11208,3,1340,427800.0,98034
11209,4,1470,445000.0,98008
11210,3,1790,382000.0,98133
11211,3,1560,577000.0,98074
11212,3,2620,427000.0,98038
11213,3,1580,255000.0,98198
11214,3,1090,240000.0,98014
11215,5,3240,1234580.0,98115
11216,4,2520,435000.0,98056
11217,3,2230,1450000.0,98004
11218,4,2430,425000.0,98038
11219,2,1020,393000.0,98136
11220,4,1810,264950.0,98168
11221,4,3460,746500.0,98074
11222,3,2020,450000.0,98125
11223,3,1410,229950.0,98058
11224,2,750,425000.0,98108
11225,4,5300,2555000.0,98105
11226,4,4380,1400000.0,98077
11227,3,2290,753000.0,98006
11228,2,720,310000.0,98136
11229,2,1200,395000.0,98118
11230,3,2620,725000.0,98052
11231,4,2120,295000.0,98007
11232,3,1580,225000.0,98003
11233,3,4160,1699000.0,98040
11234,3,1830,431000.0,98034
11235,3,2000,358500.0,98042
11236,2,980,595000.0,98119
11237,4,3040,468000.0,98019
11238,4,1740,260000.0,98058
11239,3,1450,375000.0,98133
11240,3,1560,295000.0,98038
11241,4,2050,403900.0,98198
11242,3,1760,269950.0,98002
11243,3,1740,640000.0,98122
11244,3,910,221000.0,98148
11245,3,1700,255000.0,98030
11246,4,2620,300000.0,98042
11247,3,1500,270000.0,98058
11248,4,1630,575000.0,98116
11249,3,1370,246900.0,98001
11250,2,1390,635000.0,98102
11251,3,1540,450000.0,98077
11252,3,1190,215000.0,98042
11253,3,4500,785000.0,98092
11254,4,2370,522500.0,98125
11255,2,1360,150000.0,98092
11256,2,870,199950.0,98001
11257,4,4850,3000000.0,98034
11258,3,3110,379900.0,98058
11259,4,3700,950000.0,98029
11260,6,3500,865000.0,98117
11261,3,1670,785000.0,98040
11262,3,1640,245700.0,98032
11263,3,3400,951000.0,98118
11264,3,2060,499950.0,98118
11265,3,1330,257000.0,98092
11266,3,2330,549000.0,98122
11267,3,3040,1600000.0,98004
11268,5,3700,1400000.0,98115
11269,3,1990,619000.0,98144
11270,5,2020,311000.0,98108
11271,5,2980,600000.0,98125
11272,4,3990,1080000.0,98006
11273,2,790,436000.0,98122
11274,2,1060,205000.0,98168
11275,3,2260,514000.0,98072
11276,2,1900,530000.0,98053
11277,5,3361,511000.0,98092
11278,4,3550,2100000.0,98039
11279,5,2740,370000.0,98031
11280,4,2040,500000.0,98136
11281,4,4070,710000.0,98038
11282,1,720,270000.0,98103
11283,3,2000,415000.0,98133
11284,5,4400,1800000.0,98004
11285,3,1300,236000.0,98003
11286,2,1420,278000.0,98059
11287,3,1540,312000.0,98115
11288,3,1540,539000.0,98115
11289,3,2360,498000.0,98125
11290,4,3720,857000.0,98033
11291,3,1690,780000.0,98040
11292,3,2300,650000.0,98199
11293,4,1650,559500.0,98027
11294,2,990,219950.0,98178
11295,4,2130,671500.0,98006
11296,4,3320,813000.0,98074
11297,3,1960,182000.0,98003
11298,2,770,203700.0,98072
11299,4,2010,740000.0,98119
11300,2,800,230000.0,98058
11301,3,910,128000.0,98003
11302,3,1200,345000.0,98155
11303,4,3570,663000.0,98075
11304,3,1820,329950.0,98055
11305,3,2930,1047500.0,98117
11306,3,1480,402300.0,98115
11307,4,3305,492000.0,98133
11308,4,2230,448000.0,98059
11309,3,1560,273000.0,98188
11310,3,1030,335000.0,98126
11311,3,2380,695000.0,98112
11312,3,1010,279000.0,98155
11313,2,2060,485000.0,98115
11314,4,2370,383000.0,98055
11315,4,2242,490000.0,98028
11316,2,1078,240000.0,98028
11317,2,890,285000.0,98125
11318,3,2700,524950.0,98019
11319,4,2450,729000.0,98052
11320,3,1420,460000.0,98007
11321,3,1280,687500.0,98122
11322,5,2910,1168000.0,98006
11323,4,2430,825000.0,98006
11324,2,1860,314950.0,98038
11325,3,1800,470000.0,98033
11326,3,1960,500000.0,98006
11327,3,1550,313000.0,98166
11328,2,840,445000.0,98117
11329,4,2080,300000.0,98032
11330,4,2210,619500.0,98126
11331,3,1210,305000.0,98106
11332,3,1350,874000.0,98119
11333,3,1860,477500.0,98029
11334,3,1940,700000.0,98107
11335,4,3400,515000.0,98038
11336,4,2240,590000.0,98133
11337,3,1170,205000.0,98042
11338,3,3130,310000.0,98023
11339,2,1510,442500.0,98074
11340,4,3740,1078500.0,98072
11341,4,2690,530000.0,98038
11342,4,1760,343500.0,98178
11343,4,2180,334900.0,98118
11344,4,1560,544300.0,98052
11345,3,1780,370000.0,98155
11346,3,1260,245000.0,98038
11347,4,1570,535000.0,98136
11348,2,740,202000.0,98168
11349,4,2020,490000.0,98117
11350,4,1500,651500.0,98103
11351,4,1670,270000.0,98168
11352,3,3620,1164000.0,98006
11353,2,1010,289000.0,98118
11354,3,1460,240000.0,98010
11355,3,1790,790000.0,98199
11356,3,1760,350000.0,98019
11357,3,1790,246950.0,98108
11358,3,1050,400000.0,98116
11359,4,2590,533000.0,98028
11360,3,1040,198400.0,98042
11361,4,4060,495000.0,98038
11362,4,3190,862000.0,98077
11363,4,3190,870000.0,98077
11364,4,2180,875000.0,98040
11365,6,2120,317000.0,98055
11366,4,2110,325000.0,98031
11367,2,1210,615000.0,98117
11368,4,2410,334950.0,98003
11369,3,1980,775000.0,98033
11370,4,2370,600000.0,98006
11371,3,1720,565000.0,98103
11372,2,750,292500.0,98126
11373,3,2510,825000.0,98115
11374,3,2577,495000.0,98092
11375,3,1540,525000.0,98126
11376,1,720,438600.0,98103
11377,3,1810,507000.0,98074
11378,3,1380,275900.0,98003
11379,4,2570,1170000.0,98004
11380,4,1690,275000.0,98178
11381,3,1420,355000.0,98103
11382,4,2130,233000.0,98001
11383,3,3000,666000.0,98144
11384,4,2150,317500.0,98059
11385,4,2280,420000.0,98198
11386,4,1560,290000.0,98168
11387,3,1880,320000.0,98059
11388,3,2320,650000.0,98075
11389,3,1010,325000.0,98034
11390,3,1120,165000.0,98146
11391,3,1560,500000.0,98005
11392,4,1860,443000.0,98034
11393,3,1150,213400.0,98055
11394,4,1920,480000.0,98008
11395,4,2490,275000.0,98023
11396,3,1460,299880.0,98108
11397,3,1820,499950.0,98144
11398,5,4290,1705000.0,98040
11399,4,2230,550000.0,98027
11400,4,2070,300000.0,98092
11401,3,2480,920000.0,98122
11402,4,4110,2300000.0,98115
11403,4,2290,620000.0,98115
11404,3,1220,253500.0,98022
11405,4,2620,978000.0,98144
11406,4,3190,387500.0,98058
11407,3,850,325000.0,98155
11408,3,1740,568000.0,98116
11409,4,2140,525000.0,98133
11410,3,2070,560000.0,98056
11411,3,1680,394000.0,98053
11412,2,1000,484950.0,98107
11413,3,3340,1295000.0,98105
11414,3,1260,315000.0,98059
11415,4,2430,590000.0,98077
11416,1,560,106000.0,98146
11417,3,3380,751000.0,98059
11418,2,1100,474000.0,98115
11419,2,1700,189000.0,98002
11420,3,1600,440500.0,98053
11421,3,2605,1017000.0,98033
11422,2,1850,589000.0,98053
11423,3,1830,273000.0,98092
11424,3,3050,950000.0,98198
11425,2,1240,277700.0,98008
11426,3,2100,299900.0,98001
11427,3,1250,235000.0,98056
11428,2,1230,464000.0,98133
11429,3,1690,281000.0,98023
11430,3,1520,320000.0,98155
11431,4,1890,282000.0,98030
11432,4,1990,745000.0,98006
11433,3,1480,245000.0,98023
11434,3,1480,250000.0,98023
11435,3,2120,470000.0,98052
11436,3,1480,216650.0,98109
11437,3,1250,440000.0,98052
11438,4,2010,590000.0,98029
11439,5,3150,935000.0,98005
11440,3,3010,848000.0,98007
11441,5,3920,827500.0,98029
11442,6,2880,1125000.0,98103
11443,2,2550,630000.0,98056
11444,5,1120,340000.0,98034
11445,4,3140,570000.0,98034
11446,4,4130,2750000.0,98075
11447,4,2990,514500.0,98003
11448,2,1120,360000.0,98136
11449,4,1570,228900.0,98166
11450,3,2210,660000.0,98053
11451,4,2390,647000.0,98075
11452,3,1520,366000.0,98011
11453,5,1830,354000.0,98106
11454,4,2640,850000.0,98136
11455,3,1740,496700.0,98029
11456,3,1550,300000.0,98055
11457,3,1040,390000.0,98033
11458,3,1640,350000.0,98007
11459,3,1640,561000.0,98007
11460,3,1260,475000.0,98006
11461,3,1170,275000.0,98126
11462,3,1590,290000.0,98038
11463,3,1750,199000.0,98038
11464,4,1770,279900.0,98042
11465,4,3530,1655000.0,98105
11466,3,2160,405000.0,98133
11467,4,2360,615000.0,98074
11468,3,1980,268000.0,98023
11469,4,1620,451000.0,98125
11470,2,2700,850000.0,98053
11471,5,3270,1180000.0,98040
11472,2,870,245000.0,98106
11473,2,840,450000.0,98107
11474,3,1340,370350.0,98133
11475,3,1540,543000.0,98103
11476,2,1650,265000.0,98146
11477,3,2630,497000.0,98065
11478,4,1880,419000.0,98028
11479,4,1980,545800.0,98029
11480,3,1500,403000.0,98053
11481,3,1230,195000.0,98168
11482,4,2520,1125000.0,98119
11483,5,1970,255000.0,98002
11484,2,1520,500000.0,98125
11485,4,2600,855000.0,98199
11486,4,2290,390000.0,98166
11487,3,1979,339000.0,98198
11488,4,2170,1325000.0,98115
11489,4,1820,429900.0,98056
11490,3,1200,370900.0,98011
11491,3,1210,457500.0,98118
11492,4,1970,499000.0,98144
11493,2,1040,225000.0,98003
11494,3,1920,615000.0,98102
11495,2,1020,455000.0,98115
11496,3,1660,458000.0,98125
11497,3,1670,580000.0,98005
11498,5,3810,966000.0,98074
11499,4,2020,240000.0,98168
11500,1,420,229050.0,98136
11501,3,1390,328500.0,98125
11502,3,2010,319000.0,98168
11503,4,1820,650000.0,98115
11504,3,1630,398500.0,98177
11505,1,800,250000.0,98168
11506,3,2270,815000.0,98040
11507,3,2290,1065000.0,98033
11508,3,2750,510000.0,98014
11509,2,590,156000.0,98118
11510,4,2570,254500.0,98092
11511,3,2050,760000.0,98177
11512,3,1610,210000.0,98030
11513,3,2140,349950.0,98198
11514,3,1730,676000.0,98199
11515,4,2440,475000.0,98108
11516,4,3220,880000.0,98105
11517,4,4330,1209000.0,98074
11518,3,1780,420000.0,98118
11519,3,1230,607000.0,98004
11520,4,2160,475000.0,98011
11521,2,1400,395000.0,98116
11522,4,1900,650000.0,98004
11523,5,2910,625000.0,98027
11524,3,2960,849000.0,98052
11525,3,2010,429950.0,98125
11526,3,3760,825000.0,98029
11527,2,1020,505000.0,98117
11528,2,1290,265000.0,98053
11529,3,890,283000.0,98056
11530,3,1620,560000.0,98074
11531,4,3360,765000.0,98074
11532,5,2930,610000.0,98006
11533,3,2940,589000.0,98033
11534,3,1080,192500.0,98168
11535,3,4560,3200000.0,98004
11536,3,1010,550000.0,98115
11537,2,1790,460000.0,98117
11538,4,2060,264500.0,98023
11539,3,1150,339000.0,98126
11540,4,4030,950000.0,98199
11541,3,2020,677500.0,98040
11542,4,2740,690000.0,98074
11543,4,1930,312000.0,98031
11544,5,2500,840000.0,98040
11545,3,2080,357500.0,98038
11546,3,1460,675000.0,98117
11547,3,3290,515000.0,98023
11548,4,1540,491234.0,98029
11549,3,1310,290000.0,98038
11550,4,2120,490000.0,98052
11551,4,2920,810000.0,98005
11552,3,1150,252000.0,98166
11553,3,2380,299999.0,98001
11554,3,2220,400000.0,98108
11555,5,3020,530000.0,98126
11556,3,2460,357000.0,98198
11557,3,1820,365000.0,98103
11558,4,2620,804000.0,98116
11559,3,1750,808250.0,98119
11560,4,2020,360000.0,98031
11561,3,1240,240000.0,98042
11562,2,1380,335000.0,98011
11563,3,1920,380000.0,98166
11564,3,1680,350000.0,98019
11565,3,1400,194000.0,98055
11566,3,1240,310000.0,98011
11567,3,1410,315000.0,98014
11568,3,1440,258950.0,98023
11569,2,1230,479000.0,98112
11570,5,1550,510000.0,98033
11571,3,1760,400000.0,98072
11572,4,5000,1450000.0,98029
11573,5,2140,680000.0,98122
11574,6,3510,1750000.0,98112
11575,3,2010,335000.0,98030
11576,5,3390,460000.0,98058
11577,4,2160,440000.0,98006
11578,2,1300,412250.0,98053
11579,3,1280,185000.0,98002
11580,3,1840,286500.0,98003
11581,4,3200,422000.0,98038
11582,3,2800,408000.0,98042
11583,2,1390,306500.0,98198
11584,4,2600,359900.0,98038
11585,3,1960,560000.0,98053
11586,3,1250,259875.0,98053
11587,3,1250,385000.0,98053
11588,1,550,188000.0,98106
11589,4,2500,1142000.0,98112
11590,3,1250,255000.0,98045
11591,4,3020,1185000.0,98004
11592,4,1640,635200.0,98117
11593,3,1870,355000.0,98188
11594,3,1760,544000.0,98105
11595,3,1320,402000.0,98144
11596,4,1430,575000.0,98199
11597,3,1580,216000.0,98042
11598,4,4170,1200000.0,98059
11599,4,3090,850000.0,98177
11600,3,1020,238000.0,98126
11601,4,2180,625000.0,98112
11602,5,3350,1110000.0,98105
11603,3,2510,820000.0,98136
11604,3,1880,355000.0,98108
11605,4,1810,495000.0,98125
11606,5,4170,1300000.0,98006
11607,3,2230,398750.0,98144
11608,4,3650,835000.0,98052
11609,6,2830,705000.0,98005
11610,4,2120,625000.0,98122
11611,4,2090,550000.0,98074
11612,3,2600,540000.0,98126
11613,2,830,519000.0,98103
11614,4,1975,311000.0,98038
11615,4,1900,305000.0,98023
11616,4,2640,395000.0,98058
11617,4,1610,275000.0,98198
11618,3,1770,450000.0,98029
11619,2,1070,324000.0,98133
11620,5,4590,2795000.0,98199
11621,4,1540,565000.0,98103
11622,4,1590,373000.0,98133
11623,2,1170,613000.0,98119
11624,4,2880,614000.0,98072
11625,4,2510,595000.0,98006
11626,2,1280,440000.0,98074
11627,3,1570,425000.0,98166
11628,2,740,407000.0,98115
11629,3,1740,472000.0,98007
11630,3,1180,472000.0,98119
11631,5,2960,1250000.0,98177
11632,3,1880,412000.0,98126
11633,3,1150,717000.0,98117
11634,3,1320,425000.0,98008
11635,4,1640,299999.0,98166
11636,3,1470,254000.0,98038
11637,3,900,178500.0,98001
11638,3,1510,800000.0,98119
11639,3,1440,420000.0,98115
11640,2,1380,319900.0,98028
11641,2,1150,350000.0,98125
11642,6,3610,968000.0,98075
11643,3,1250,491000.0,98107
11644,3,3510,948000.0,98075
11645,3,2260,900000.0,98117
11646,3,2840,270000.0,98042
11647,3,1430,198000.0,98023
11648,2,1420,250000.0,98166
11649,4,2120,615000.0,98029
11650,3,2080,550000.0,98029
11651,2,1370,190000.0,98188
11652,4,1900,629000.0,98006
11653,3,1660,434000.0,98028
11654,3,1310,415885.0,98126
11655,3,1840,550000.0,98105
11656,1,1040,272000.0,98178
11657,3,2610,665000.0,98072
11658,3,1990,510000.0,98006
11659,3,3080,530000.0,98166
11660,3,1200,355000.0,98072
11661,4,1250,255000.0,98148
11662,4,2640,790000.0,98052
11663,5,1790,695000.0,98004
11664,2,1140,255000.0,98148
11665,3,1790,410000.0,98072
11666,4,1910,650000.0,98117
11667,4,1530,675000.0,98103
11668,2,1050,332888.0,98122
11669,3,1730,300000.0,98031
11670,4,1100,320000.0,98006
11671,5,2100,342500.0,98059
11672,4,2800,752875.0,98072
11673,5,5000,1730000.0,98040
11674,1,880,255000.0,98126
11675,3,1470,244000.0,98155
11676,5,3950,1420000.0,98033
11677,3,980,218000.0,98168
11678,4,2180,359000.0,98155
11679,4,3040,840000.0,98059
11680,5,4130,900000.0,98077
11681,4,1850,205000.0,98042
11682,3,1600,205000.0,98042
11683,2,2070,500000.0,98108
11684,4,3180,510000.0,98059
11685,6,6900,1135000.0,98077
11686,4,2640,1545000.0,98109
11687,3,1920,210000.0,98038
11688,3,2030,597500.0,98052
11689,2,1140,400000.0,98092
11690,3,1660,412000.0,98155
11691,2,1390,299950.0,98133
11692,4,2490,1081000.0,98105
11693,4,2550,422500.0,98031
11694,3,1270,410000.0,98033
11695,4,2980,1400000.0,98144
11696,3,1470,245000.0,98023
11697,4,3550,720000.0,98011
11698,2,780,315000.0,98118
11699,2,1390,191950.0,98003
11700,4,2440,455000.0,98056
11701,3,1260,523000.0,98116
11702,3,1640,250000.0,98002
11703,3,1670,294000.0,98055
11704,3,2380,490000.0,98115
11705,4,1030,310000.0,98126
11706,3,1560,265000.0,98022
11707,4,1640,402000.0,98052
11708,2,2200,705000.0,98022
11709,4,3190,589450.0,98038
11710,3,1200,219950.0,98188
11711,3,2250,750000.0,98115
11712,2,1960,478000.0,98199
11713,3,1250,170000.0,98188
11714,4,2640,489950.0,98092
11715,2,2460,1370000.0,98117
11716,3,1700,319950.0,98038
11717,2,840,208417.0,98108
11718,4,1900,410000.0,98117
11719,4,2160,590000.0,98125
11720,3,1610,648000.0,98006
11721,3,1720,255000.0,98092
11722,4,2190,465000.0,98072
11723,4,3020,622000.0,98006
11724,3,1980,306000.0,98030
11725,3,1880,617000.0,98199
11726,3,1610,438750.0,98125
11727,4,3260,1280000.0,98109
11728,5,3970,995000.0,98177
11729,4,4570,1580000.0,98177
11730,5,2620,635000.0,98117
11731,3,1180,215000.0,98031
11732,3,1365,530000.0,98115
11733,2,720,295000.0,98106
11734,3,1350,245000.0,98032
11735,6,3060,400000.0,98058
11736,3,1850,303000.0,98022
11737,3,1320,330000.0,98024
11738,3,1990,700000.0,98028
11739,1,610,126000.0,98055
11740,4,2500,850000.0,98005
11741,3,1440,405000.0,98034
11742,6,2750,869900.0,98103
11743,3,1790,485000.0,98126
11744,2,1050,400000.0,98122
11745,3,1780,299950.0,98038
11746,4,2200,585000.0,98034
11747,4,1720,495000.0,98115
11748,5,5840,2200000.0,98029
11749,3,1520,447000.0,98074
11750,3,1320,206000.0,98092
11751,3,1070,500000.0,98116
11752,4,1990,302500.0,98030
11753,4,4980,1250000.0,98052
11754,2,890,391000.0,98117
11755,3,1440,250000.0,98038
11756,4,2440,435000.0,98059
11757,4,1800,160000.0,98055
11758,5,2260,451000.0,98155
11759,2,810,206000.0,98168
11760,4,2240,590000.0,98116
11761,3,4560,695000.0,98074
11762,3,1550,350000.0,98031
11763,5,3180,1236300.0,98199
11764,6,2950,395000.0,98072
11765,5,2190,419000.0,98178
11766,2,1570,592350.0,98053
11767,5,3420,855000.0,98027
11768,4,2420,771000.0,98033
11769,3,1570,325000.0,98022
11770,5,3680,1850000.0,98112
11771,4,1910,545000.0,98116
11772,3,1780,615000.0,98116
11773,2,2160,625500.0,98115
